layer,report_period_label,source_ticker,target_ticker,source_manager,target_manager,manager_relationship,observation_count,unique_source_facilities,unique_borrowers
facility_candidate_universe,2024Q1,ARCC,OCSL,Ares Management,Oaktree Capital Management,cross_manager,2,2,2
facility_candidate_universe,2024Q1,ASIF,ARCC,Ares Management,Ares Management,same_manager,120,94,75
facility_candidate_universe,2024Q1,ASIF,BBDC,Ares Management,Barings,cross_manager,2,2,2
facility_candidate_universe,2024Q1,ASIF,BCRED,Ares Management,Blackstone Credit & Insurance,cross_manager,38,33,29
facility_candidate_universe,2024Q1,ASIF,BXSL,Ares Management,Blackstone Credit & Insurance,cross_manager,7,5,3
facility_candidate_universe,2024Q1,ASIF,GBDC,Ares Management,Golub Capital,cross_manager,6,2,2
facility_candidate_universe,2024Q1,ASIF,HPS,Ares Management,HPS Investment Partners,cross_manager,13,11,10
facility_candidate_universe,2024Q1,ASIF,MAIN,Ares Management,Main Street Capital,cross_manager,1,1,1
facility_candidate_universe,2024Q1,ASIF,NMFC,Ares Management,New Mountain Capital,cross_manager,13,12,12
facility_candidate_universe,2024Q1,ASIF,OBDC,Ares Management,Blue Owl Credit,cross_manager,16,14,13
facility_candidate_universe,2024Q1,ASIF,OCIC,Ares Management,Blue Owl Credit,cross_manager,70,45,39
facility_candidate_universe,2024Q1,ASIF,OCSL,Ares Management,Oaktree Capital Management,cross_manager,13,10,8
facility_candidate_universe,2024Q1,BBDC,ARCC,Barings,Ares Management,cross_manager,4,3,3
facility_candidate_universe,2024Q1,BBDC,ASIF,Barings,Ares Management,cross_manager,4,3,3
facility_candidate_universe,2024Q1,BBDC,BCRED,Barings,Blackstone Credit & Insurance,cross_manager,4,3,3
facility_candidate_universe,2024Q1,BBDC,BXSL,Barings,Blackstone Credit & Insurance,cross_manager,2,2,2
facility_candidate_universe,2024Q1,BBDC,CGBD,Barings,Carlyle,cross_manager,2,2,2
facility_candidate_universe,2024Q1,BBDC,GBDC,Barings,Golub Capital,cross_manager,2,1,1
facility_candidate_universe,2024Q1,BBDC,HPS,Barings,HPS Investment Partners,cross_manager,3,3,3
facility_candidate_universe,2024Q1,BBDC,MAIN,Barings,Main Street Capital,cross_manager,5,3,3
facility_candidate_universe,2024Q1,BBDC,NMFC,Barings,New Mountain Capital,cross_manager,2,1,1
facility_candidate_universe,2024Q1,BBDC,OCIC,Barings,Blue Owl Credit,cross_manager,2,1,1
facility_candidate_universe,2024Q1,BCRED,ARCC,Blackstone Credit & Insurance,Ares Management,cross_manager,25,20,18
facility_candidate_universe,2024Q1,BCRED,ASIF,Blackstone Credit & Insurance,Ares Management,cross_manager,43,36,32
facility_candidate_universe,2024Q1,BCRED,BBDC,Blackstone Credit & Insurance,Barings,cross_manager,6,4,3
facility_candidate_universe,2024Q1,BCRED,BXSL,Blackstone Credit & Insurance,Blackstone Credit & Insurance,same_manager,350,234,164
facility_candidate_universe,2024Q1,BCRED,CGBD,Blackstone Credit & Insurance,Carlyle,cross_manager,1,1,1
facility_candidate_universe,2024Q1,BCRED,GBDC,Blackstone Credit & Insurance,Golub Capital,cross_manager,16,4,2
facility_candidate_universe,2024Q1,BCRED,HPS,Blackstone Credit & Insurance,HPS Investment Partners,cross_manager,84,54,39
facility_candidate_universe,2024Q1,BCRED,MAIN,Blackstone Credit & Insurance,Main Street Capital,cross_manager,2,1,1
facility_candidate_universe,2024Q1,BCRED,NMFC,Blackstone Credit & Insurance,New Mountain Capital,cross_manager,68,45,31
facility_candidate_universe,2024Q1,BCRED,OBDC,Blackstone Credit & Insurance,Blue Owl Credit,cross_manager,38,27,18
facility_candidate_universe,2024Q1,BCRED,OCIC,Blackstone Credit & Insurance,Blue Owl Credit,cross_manager,100,61,47
facility_candidate_universe,2024Q1,BCRED,OCSL,Blackstone Credit & Insurance,Oaktree Capital Management,cross_manager,5,5,4
facility_candidate_universe,2024Q1,BXSL,ARCC,Blackstone Credit & Insurance,Ares Management,cross_manager,17,13,11
facility_candidate_universe,2024Q1,BXSL,ASIF,Blackstone Credit & Insurance,Ares Management,cross_manager,2,2,2
facility_candidate_universe,2024Q1,BXSL,BCRED,Blackstone Credit & Insurance,Blackstone Credit & Insurance,same_manager,309,207,142
facility_candidate_universe,2024Q1,BXSL,CGBD,Blackstone Credit & Insurance,Carlyle,cross_manager,1,1,1
facility_candidate_universe,2024Q1,BXSL,GBDC,Blackstone Credit & Insurance,Golub Capital,cross_manager,19,4,1
facility_candidate_universe,2024Q1,BXSL,HPS,Blackstone Credit & Insurance,HPS Investment Partners,cross_manager,54,28,18
facility_candidate_universe,2024Q1,BXSL,MAIN,Blackstone Credit & Insurance,Main Street Capital,cross_manager,2,1,1
facility_candidate_universe,2024Q1,BXSL,NMFC,Blackstone Credit & Insurance,New Mountain Capital,cross_manager,35,20,15
facility_candidate_universe,2024Q1,BXSL,OBDC,Blackstone Credit & Insurance,Blue Owl Credit,cross_manager,21,14,11
facility_candidate_universe,2024Q1,BXSL,OCIC,Blackstone Credit & Insurance,Blue Owl Credit,cross_manager,26,11,8
facility_candidate_universe,2024Q1,GBDC,ARCC,Golub Capital,Ares Management,cross_manager,14,13,3
facility_candidate_universe,2024Q1,GBDC,ASIF,Golub Capital,Ares Management,cross_manager,12,12,2
facility_candidate_universe,2024Q1,GBDC,BBDC,Golub Capital,Barings,cross_manager,7,7,2
facility_candidate_universe,2024Q1,GBDC,BCRED,Golub Capital,Blackstone Credit & Insurance,cross_manager,11,5,1
facility_candidate_universe,2024Q1,GBDC,BXSL,Golub Capital,Blackstone Credit & Insurance,cross_manager,1,1,1
facility_candidate_universe,2024Q1,GBDC,HPS,Golub Capital,HPS Investment Partners,cross_manager,6,5,1
facility_candidate_universe,2024Q1,GBDC,NMFC,Golub Capital,New Mountain Capital,cross_manager,6,2,2
facility_candidate_universe,2024Q1,GBDC,OBDC,Golub Capital,Blue Owl Credit,cross_manager,6,5,1
facility_candidate_universe,2024Q1,GBDC,OCIC,Golub Capital,Blue Owl Credit,cross_manager,12,5,1
facility_candidate_universe,2024Q1,GBDC,OCSL,Golub Capital,Oaktree Capital Management,cross_manager,11,5,1
facility_candidate_universe,2024Q1,GSBD,HTGC,Goldman Sachs Asset Management,Hercules Capital,cross_manager,6,2,1
facility_candidate_universe,2024Q1,GSBD,MFIC,Goldman Sachs Asset Management,Apollo Global Management,cross_manager,2,2,1
facility_candidate_universe,2024Q1,GSBD,TSLX,Goldman Sachs Asset Management,Sixth Street,cross_manager,2,2,1
facility_candidate_universe,2024Q1,HPS,ARCC,HPS Investment Partners,Ares Management,cross_manager,30,25,15
facility_candidate_universe,2024Q1,HPS,ASIF,HPS Investment Partners,Ares Management,cross_manager,30,23,15
facility_candidate_universe,2024Q1,HPS,BBDC,HPS Investment Partners,Barings,cross_manager,8,7,3
facility_candidate_universe,2024Q1,HPS,BCRED,HPS Investment Partners,Blackstone Credit & Insurance,cross_manager,72,50,29
facility_candidate_universe,2024Q1,HPS,BXSL,HPS Investment Partners,Blackstone Credit & Insurance,cross_manager,46,37,17
facility_candidate_universe,2024Q1,HPS,GBDC,HPS Investment Partners,Golub Capital,cross_manager,14,3,1
facility_candidate_universe,2024Q1,HPS,MAIN,HPS Investment Partners,Main Street Capital,cross_manager,2,2,1
facility_candidate_universe,2024Q1,HPS,NMFC,HPS Investment Partners,New Mountain Capital,cross_manager,44,28,15
facility_candidate_universe,2024Q1,HPS,OBDC,HPS Investment Partners,Blue Owl Credit,cross_manager,39,30,17
facility_candidate_universe,2024Q1,HPS,OCIC,HPS Investment Partners,Blue Owl Credit,cross_manager,104,53,30
facility_candidate_universe,2024Q1,HPS,OCSL,HPS Investment Partners,Oaktree Capital Management,cross_manager,8,5,5
facility_candidate_universe,2024Q1,HTGC,GSBD,Hercules Capital,Goldman Sachs Asset Management,cross_manager,2,1,1
facility_candidate_universe,2024Q1,HTGC,TSLX,Hercules Capital,Sixth Street,cross_manager,1,1,1
facility_candidate_universe,2024Q1,MAIN,ARCC,Main Street Capital,Ares Management,cross_manager,2,2,2
facility_candidate_universe,2024Q1,MAIN,BBDC,Main Street Capital,Barings,cross_manager,5,5,3
facility_candidate_universe,2024Q1,MAIN,BCRED,Main Street Capital,Blackstone Credit & Insurance,cross_manager,3,3,1
facility_candidate_universe,2024Q1,MAIN,HPS,Main Street Capital,HPS Investment Partners,cross_manager,4,2,1
facility_candidate_universe,2024Q1,MAIN,OCSL,Main Street Capital,Oaktree Capital Management,cross_manager,1,1,1
facility_candidate_universe,2024Q1,MFIC,GSBD,Apollo Global Management,Goldman Sachs Asset Management,cross_manager,3,1,1
facility_candidate_universe,2024Q1,NMFC,ARCC,New Mountain Capital,Ares Management,cross_manager,46,23,9
facility_candidate_universe,2024Q1,NMFC,ASIF,New Mountain Capital,Ares Management,cross_manager,25,21,14
facility_candidate_universe,2024Q1,NMFC,BBDC,New Mountain Capital,Barings,cross_manager,2,2,1
facility_candidate_universe,2024Q1,NMFC,BCRED,New Mountain Capital,Blackstone Credit & Insurance,cross_manager,74,50,27
facility_candidate_universe,2024Q1,NMFC,BXSL,New Mountain Capital,Blackstone Credit & Insurance,cross_manager,52,37,18
facility_candidate_universe,2024Q1,NMFC,GBDC,New Mountain Capital,Golub Capital,cross_manager,1,1,1
facility_candidate_universe,2024Q1,NMFC,HPS,New Mountain Capital,HPS Investment Partners,cross_manager,60,26,16
facility_candidate_universe,2024Q1,NMFC,MAIN,New Mountain Capital,Main Street Capital,cross_manager,5,5,1
facility_candidate_universe,2024Q1,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,29,23,15
facility_candidate_universe,2024Q1,NMFC,OCIC,New Mountain Capital,Blue Owl Credit,cross_manager,87,47,31
facility_candidate_universe,2024Q1,NMFC,OCSL,New Mountain Capital,Oaktree Capital Management,cross_manager,4,4,4
facility_candidate_universe,2024Q1,OBDC,ARCC,Blue Owl Credit,Ares Management,cross_manager,31,25,14
facility_candidate_universe,2024Q1,OBDC,ASIF,Blue Owl Credit,Ares Management,cross_manager,28,22,16
facility_candidate_universe,2024Q1,OBDC,BBDC,Blue Owl Credit,Barings,cross_manager,2,2,2
facility_candidate_universe,2024Q1,OBDC,BCRED,Blue Owl Credit,Blackstone Credit & Insurance,cross_manager,52,39,25
facility_candidate_universe,2024Q1,OBDC,BXSL,Blue Owl Credit,Blackstone Credit & Insurance,cross_manager,26,21,11
facility_candidate_universe,2024Q1,OBDC,GBDC,Blue Owl Credit,Golub Capital,cross_manager,9,2,1
facility_candidate_universe,2024Q1,OBDC,HPS,Blue Owl Credit,HPS Investment Partners,cross_manager,84,37,22
facility_candidate_universe,2024Q1,OBDC,NMFC,Blue Owl Credit,New Mountain Capital,cross_manager,59,27,15
facility_candidate_universe,2024Q1,OBDC,OCIC,Blue Owl Credit,Blue Owl Credit,same_manager,502,280,184
facility_candidate_universe,2024Q1,OBDC,OCSL,Blue Owl Credit,Oaktree Capital Management,cross_manager,10,7,6
facility_candidate_universe,2024Q1,OCIC,ARCC,Blue Owl Credit,Ares Management,cross_manager,34,31,20
facility_candidate_universe,2024Q1,OCIC,ASIF,Blue Owl Credit,Ares Management,cross_manager,71,62,40
facility_candidate_universe,2024Q1,OCIC,BBDC,Blue Owl Credit,Barings,cross_manager,6,6,3
facility_candidate_universe,2024Q1,OCIC,BCRED,Blue Owl Credit,Blackstone Credit & Insurance,cross_manager,94,70,40
facility_candidate_universe,2024Q1,OCIC,BXSL,Blue Owl Credit,Blackstone Credit & Insurance,cross_manager,32,24,11
facility_candidate_universe,2024Q1,OCIC,GBDC,Blue Owl Credit,Golub Capital,cross_manager,13,3,1
facility_candidate_universe,2024Q1,OCIC,HPS,Blue Owl Credit,HPS Investment Partners,cross_manager,103,63,32
facility_candidate_universe,2024Q1,OCIC,NMFC,Blue Owl Credit,New Mountain Capital,cross_manager,55,41,25
facility_candidate_universe,2024Q1,OCIC,OBDC,Blue Owl Credit,Blue Owl Credit,same_manager,466,318,182
facility_candidate_universe,2024Q1,OCIC,OCSL,Blue Owl Credit,Oaktree Capital Management,cross_manager,13,11,7
facility_candidate_universe,2024Q1,OCSL,ARCC,Oaktree Capital Management,Ares Management,cross_manager,4,3,2
facility_candidate_universe,2024Q1,OCSL,ASIF,Oaktree Capital Management,Ares Management,cross_manager,10,9,8
facility_candidate_universe,2024Q1,OCSL,BCRED,Oaktree Capital Management,Blackstone Credit & Insurance,cross_manager,8,7,7
facility_candidate_universe,2024Q1,OCSL,BXSL,Oaktree Capital Management,Blackstone Credit & Insurance,cross_manager,1,1,1
facility_candidate_universe,2024Q1,OCSL,GBDC,Oaktree Capital Management,Golub Capital,cross_manager,9,3,1
facility_candidate_universe,2024Q1,OCSL,HPS,Oaktree Capital Management,HPS Investment Partners,cross_manager,4,4,3
facility_candidate_universe,2024Q1,OCSL,NMFC,Oaktree Capital Management,New Mountain Capital,cross_manager,6,5,4
facility_candidate_universe,2024Q1,OCSL,OBDC,Oaktree Capital Management,Blue Owl Credit,cross_manager,4,4,3
facility_candidate_universe,2024Q1,OCSL,OCIC,Oaktree Capital Management,Blue Owl Credit,cross_manager,14,9,7
facility_candidate_universe,2024Q1,TSLX,HTGC,Sixth Street,Hercules Capital,cross_manager,3,1,1
facility_candidate_universe,2024Q2,ARCC,ASIF,Ares Management,Ares Management,same_manager,180,122,87
facility_candidate_universe,2024Q2,ARCC,BCRED,Ares Management,Blackstone Credit & Insurance,cross_manager,37,28,20
facility_candidate_universe,2024Q2,ARCC,BXSL,Ares Management,Blackstone Credit & Insurance,cross_manager,32,24,17
facility_candidate_universe,2024Q2,ARCC,GBDC,Ares Management,Golub Capital,cross_manager,57,7,2
facility_candidate_universe,2024Q2,ARCC,HPS,Ares Management,HPS Investment Partners,cross_manager,29,16,15
facility_candidate_universe,2024Q2,ARCC,MAIN,Ares Management,Main Street Capital,cross_manager,1,1,1
facility_candidate_universe,2024Q2,ARCC,NMFC,Ares Management,New Mountain Capital,cross_manager,44,20,13
facility_candidate_universe,2024Q2,ARCC,OBDC,Ares Management,Blue Owl Credit,cross_manager,33,18,15
facility_candidate_universe,2024Q2,ARCC,OCIC,Ares Management,Blue Owl Credit,cross_manager,39,24,21
facility_candidate_universe,2024Q2,ARCC,OCSL,Ares Management,Oaktree Capital Management,cross_manager,4,2,1
facility_candidate_universe,2024Q2,ASIF,ARCC,Ares Management,Ares Management,same_manager,170,127,98
facility_candidate_universe,2024Q2,ASIF,BBDC,Ares Management,Barings,cross_manager,3,3,2
facility_candidate_universe,2024Q2,ASIF,BCRED,Ares Management,Blackstone Credit & Insurance,cross_manager,52,49,39
facility_candidate_universe,2024Q2,ASIF,BXSL,Ares Management,Blackstone Credit & Insurance,cross_manager,11,10,5
facility_candidate_universe,2024Q2,ASIF,GBDC,Ares Management,Golub Capital,cross_manager,11,3,2
facility_candidate_universe,2024Q2,ASIF,HPS,Ares Management,HPS Investment Partners,cross_manager,30,18,15
facility_candidate_universe,2024Q2,ASIF,MAIN,Ares Management,Main Street Capital,cross_manager,1,1,1
facility_candidate_universe,2024Q2,ASIF,NMFC,Ares Management,New Mountain Capital,cross_manager,23,17,14
facility_candidate_universe,2024Q2,ASIF,OBDC,Ares Management,Blue Owl Credit,cross_manager,32,24,21
facility_candidate_universe,2024Q2,ASIF,OCIC,Ares Management,Blue Owl Credit,cross_manager,56,42,38
facility_candidate_universe,2024Q2,ASIF,OCSL,Ares Management,Oaktree Capital Management,cross_manager,12,9,9
facility_candidate_universe,2024Q2,BBDC,ARCC,Barings,Ares Management,cross_manager,7,5,5
facility_candidate_universe,2024Q2,BBDC,ASIF,Barings,Ares Management,cross_manager,3,2,2
facility_candidate_universe,2024Q2,BBDC,BCRED,Barings,Blackstone Credit & Insurance,cross_manager,4,4,4
facility_candidate_universe,2024Q2,BBDC,BXSL,Barings,Blackstone Credit & Insurance,cross_manager,4,3,3
facility_candidate_universe,2024Q2,BBDC,CGBD,Barings,Carlyle,cross_manager,1,1,1
facility_candidate_universe,2024Q2,BBDC,GBDC,Barings,Golub Capital,cross_manager,6,2,2
facility_candidate_universe,2024Q2,BBDC,HPS,Barings,HPS Investment Partners,cross_manager,3,3,3
facility_candidate_universe,2024Q2,BBDC,MAIN,Barings,Main Street Capital,cross_manager,1,1,1
facility_candidate_universe,2024Q2,BBDC,NMFC,Barings,New Mountain Capital,cross_manager,6,3,3
facility_candidate_universe,2024Q2,BBDC,OCIC,Barings,Blue Owl Credit,cross_manager,1,1,1
facility_candidate_universe,2024Q2,BCRED,ARCC,Blackstone Credit & Insurance,Ares Management,cross_manager,30,23,18
facility_candidate_universe,2024Q2,BCRED,ASIF,Blackstone Credit & Insurance,Ares Management,cross_manager,40,34,31
facility_candidate_universe,2024Q2,BCRED,BBDC,Blackstone Credit & Insurance,Barings,cross_manager,7,6,4
facility_candidate_universe,2024Q2,BCRED,BXSL,Blackstone Credit & Insurance,Blackstone Credit & Insurance,same_manager,378,244,168
facility_candidate_universe,2024Q2,BCRED,GBDC,Blackstone Credit & Insurance,Golub Capital,cross_manager,3,1,1
facility_candidate_universe,2024Q2,BCRED,HPS,Blackstone Credit & Insurance,HPS Investment Partners,cross_manager,105,61,42
facility_candidate_universe,2024Q2,BCRED,MAIN,Blackstone Credit & Insurance,Main Street Capital,cross_manager,3,2,2
facility_candidate_universe,2024Q2,BCRED,NMFC,Blackstone Credit & Insurance,New Mountain Capital,cross_manager,97,60,40
facility_candidate_universe,2024Q2,BCRED,OBDC,Blackstone Credit & Insurance,Blue Owl Credit,cross_manager,56,39,28
facility_candidate_universe,2024Q2,BCRED,OCIC,Blackstone Credit & Insurance,Blue Owl Credit,cross_manager,101,63,49
facility_candidate_universe,2024Q2,BCRED,OCSL,Blackstone Credit & Insurance,Oaktree Capital Management,cross_manager,9,9,8
facility_candidate_universe,2024Q2,BXSL,ARCC,Blackstone Credit & Insurance,Ares Management,cross_manager,16,11,9
facility_candidate_universe,2024Q2,BXSL,ASIF,Blackstone Credit & Insurance,Ares Management,cross_manager,9,5,5
facility_candidate_universe,2024Q2,BXSL,BCRED,Blackstone Credit & Insurance,Blackstone Credit & Insurance,same_manager,404,252,167
facility_candidate_universe,2024Q2,BXSL,CGBD,Blackstone Credit & Insurance,Carlyle,cross_manager,1,1,1
facility_candidate_universe,2024Q2,BXSL,GBDC,Blackstone Credit & Insurance,Golub Capital,cross_manager,2,1,1
facility_candidate_universe,2024Q2,BXSL,HPS,Blackstone Credit & Insurance,HPS Investment Partners,cross_manager,70,31,19
facility_candidate_universe,2024Q2,BXSL,MAIN,Blackstone Credit & Insurance,Main Street Capital,cross_manager,1,1,1
facility_candidate_universe,2024Q2,BXSL,NMFC,Blackstone Credit & Insurance,New Mountain Capital,cross_manager,46,29,20
facility_candidate_universe,2024Q2,BXSL,OBDC,Blackstone Credit & Insurance,Blue Owl Credit,cross_manager,37,16,11
facility_candidate_universe,2024Q2,BXSL,OCIC,Blackstone Credit & Insurance,Blue Owl Credit,cross_manager,42,16,13
facility_candidate_universe,2024Q2,BXSL,OCSL,Blackstone Credit & Insurance,Oaktree Capital Management,cross_manager,1,1,1
facility_candidate_universe,2024Q2,CGBD,BBDC,Carlyle,Barings,cross_manager,1,1,1
facility_candidate_universe,2024Q2,CGBD,BCRED,Carlyle,Blackstone Credit & Insurance,cross_manager,1,1,1
facility_candidate_universe,2024Q2,GBDC,ARCC,Golub Capital,Ares Management,cross_manager,51,16,3
facility_candidate_universe,2024Q2,GBDC,ASIF,Golub Capital,Ares Management,cross_manager,28,17,2
facility_candidate_universe,2024Q2,GBDC,BBDC,Golub Capital,Barings,cross_manager,3,3,2
facility_candidate_universe,2024Q2,GBDC,BXSL,Golub Capital,Blackstone Credit & Insurance,cross_manager,1,1,1
facility_candidate_universe,2024Q2,GBDC,HPS,Golub Capital,HPS Investment Partners,cross_manager,3,2,1
facility_candidate_universe,2024Q2,GBDC,NMFC,Golub Capital,New Mountain Capital,cross_manager,1,1,1
facility_candidate_universe,2024Q2,GBDC,OCIC,Golub Capital,Blue Owl Credit,cross_manager,3,2,1
facility_candidate_universe,2024Q2,GSBD,HTGC,Goldman Sachs Asset Management,Hercules Capital,cross_manager,4,2,1
facility_candidate_universe,2024Q2,GSBD,MFIC,Goldman Sachs Asset Management,Apollo Global Management,cross_manager,4,4,1
facility_candidate_universe,2024Q2,HPS,ARCC,HPS Investment Partners,Ares Management,cross_manager,24,21,13
facility_candidate_universe,2024Q2,HPS,ASIF,HPS Investment Partners,Ares Management,cross_manager,23,17,14
facility_candidate_universe,2024Q2,HPS,BBDC,HPS Investment Partners,Barings,cross_manager,7,7,3
facility_candidate_universe,2024Q2,HPS,BCRED,HPS Investment Partners,Blackstone Credit & Insurance,cross_manager,95,58,39
facility_candidate_universe,2024Q2,HPS,BXSL,HPS Investment Partners,Blackstone Credit & Insurance,cross_manager,55,37,18
facility_candidate_universe,2024Q2,HPS,GBDC,HPS Investment Partners,Golub Capital,cross_manager,6,3,1
facility_candidate_universe,2024Q2,HPS,MAIN,HPS Investment Partners,Main Street Capital,cross_manager,4,3,1
facility_candidate_universe,2024Q2,HPS,NMFC,HPS Investment Partners,New Mountain Capital,cross_manager,49,26,16
facility_candidate_universe,2024Q2,HPS,OBDC,HPS Investment Partners,Blue Owl Credit,cross_manager,69,46,24
facility_candidate_universe,2024Q2,HPS,OCIC,HPS Investment Partners,Blue Owl Credit,cross_manager,104,55,33
facility_candidate_universe,2024Q2,HPS,OCSL,HPS Investment Partners,Oaktree Capital Management,cross_manager,10,8,8
facility_candidate_universe,2024Q2,HTGC,GSBD,Hercules Capital,Goldman Sachs Asset Management,cross_manager,4,2,1
facility_candidate_universe,2024Q2,HTGC,TSLX,Hercules Capital,Sixth Street,cross_manager,2,2,1
facility_candidate_universe,2024Q2,MAIN,ARCC,Main Street Capital,Ares Management,cross_manager,3,1,1
facility_candidate_universe,2024Q2,MAIN,BBDC,Main Street Capital,Barings,cross_manager,6,6,3
facility_candidate_universe,2024Q2,MAIN,BCRED,Main Street Capital,Blackstone Credit & Insurance,cross_manager,2,2,1
facility_candidate_universe,2024Q2,MAIN,BXSL,Main Street Capital,Blackstone Credit & Insurance,cross_manager,1,1,1
facility_candidate_universe,2024Q2,MAIN,HPS,Main Street Capital,HPS Investment Partners,cross_manager,2,1,1
facility_candidate_universe,2024Q2,MAIN,OCSL,Main Street Capital,Oaktree Capital Management,cross_manager,1,1,1
facility_candidate_universe,2024Q2,NMFC,ARCC,New Mountain Capital,Ares Management,cross_manager,37,19,9
facility_candidate_universe,2024Q2,NMFC,ASIF,New Mountain Capital,Ares Management,cross_manager,28,23,17
facility_candidate_universe,2024Q2,NMFC,BBDC,New Mountain Capital,Barings,cross_manager,1,1,1
facility_candidate_universe,2024Q2,NMFC,BCRED,New Mountain Capital,Blackstone Credit & Insurance,cross_manager,106,66,36
facility_candidate_universe,2024Q2,NMFC,BXSL,New Mountain Capital,Blackstone Credit & Insurance,cross_manager,80,45,22
facility_candidate_universe,2024Q2,NMFC,GBDC,New Mountain Capital,Golub Capital,cross_manager,6,6,1
facility_candidate_universe,2024Q2,NMFC,HPS,New Mountain Capital,HPS Investment Partners,cross_manager,46,25,15
facility_candidate_universe,2024Q2,NMFC,MAIN,New Mountain Capital,Main Street Capital,cross_manager,4,4,1
facility_candidate_universe,2024Q2,NMFC,OBDC,New Mountain Capital,Blue Owl Credit,cross_manager,59,34,21
facility_candidate_universe,2024Q2,NMFC,OCIC,New Mountain Capital,Blue Owl Credit,cross_manager,87,44,30
facility_candidate_universe,2024Q2,NMFC,OCSL,New Mountain Capital,Oaktree Capital Management,cross_manager,6,5,5
facility_candidate_universe,2024Q2,OBDC,ARCC,Blue Owl Credit,Ares Management,cross_manager,22,20,13
facility_candidate_universe,2024Q2,OBDC,ASIF,Blue Owl Credit,Ares Management,cross_manager,28,21,15
facility_candidate_universe,2024Q2,OBDC,BBDC,Blue Owl Credit,Barings,cross_manager,1,1,1
facility_candidate_universe,2024Q2,OBDC,BCRED,Blue Owl Credit,Blackstone Credit & Insurance,cross_manager,59,39,26
facility_candidate_universe,2024Q2,OBDC,BXSL,Blue Owl Credit,Blackstone Credit & Insurance,cross_manager,30,25,13
facility_candidate_universe,2024Q2,OBDC,GBDC,Blue Owl Credit,Golub Capital,cross_manager,9,3,1
facility_candidate_universe,2024Q2,OBDC,HPS,Blue Owl Credit,HPS Investment Partners,cross_manager,52,30,22
facility_candidate_universe,2024Q2,OBDC,NMFC,Blue Owl Credit,New Mountain Capital,cross_manager,42,25,16
facility_candidate_universe,2024Q2,OBDC,OCIC,Blue Owl Credit,Blue Owl Credit,same_manager,612,325,194
facility_candidate_universe,2024Q2,OBDC,OCSL,Blue Owl Credit,Oaktree Capital Management,cross_manager,9,8,6
facility_candidate_universe,2024Q2,OCIC,ARCC,Blue Owl Credit,Ares Management,cross_manager,34,29,19
facility_candidate_universe,2024Q2,OCIC,ASIF,Blue Owl Credit,Ares Management,cross_manager,69,53,39
facility_candidate_universe,2024Q2,OCIC,BBDC,Blue Owl Credit,Barings,cross_manager,2,2,1
facility_candidate_universe,2024Q2,OCIC,BCRED,Blue Owl Credit,Blackstone Credit & Insurance,cross_manager,127,85,47
facility_candidate_universe,2024Q2,OCIC,BXSL,Blue Owl Credit,Blackstone Credit & Insurance,cross_manager,52,35,15
facility_candidate_universe,2024Q2,OCIC,GBDC,Blue Owl Credit,Golub Capital,cross_manager,6,3,1
facility_candidate_universe,2024Q2,OCIC,HPS,Blue Owl Credit,HPS Investment Partners,cross_manager,102,62,35
facility_candidate_universe,2024Q2,OCIC,NMFC,Blue Owl Credit,New Mountain Capital,cross_manager,55,42,29
facility_candidate_universe,2024Q2,OCIC,OBDC,Blue Owl Credit,Blue Owl Credit,same_manager,501,320,189
facility_candidate_universe,2024Q2,OCIC,OCSL,Blue Owl Credit,Oaktree Capital Management,cross_manager,18,14,10
facility_candidate_universe,2024Q2,OCSL,ASIF,Oaktree Capital Management,Ares Management,cross_manager,10,9,6
facility_candidate_universe,2024Q2,OCSL,BCRED,Oaktree Capital Management,Blackstone Credit & Insurance,cross_manager,6,5,5
facility_candidate_universe,2024Q2,OCSL,HPS,Oaktree Capital Management,HPS Investment Partners,cross_manager,8,7,7
facility_candidate_universe,2024Q2,OCSL,NMFC,Oaktree Capital Management,New Mountain Capital,cross_manager,6,4,3
facility_candidate_universe,2024Q2,OCSL,OBDC,Oaktree Capital Management,Blue Owl Credit,cross_manager,7,6,5
facility_candidate_universe,2024Q2,OCSL,OCIC,Oaktree Capital Management,Blue Owl Credit,cross_manager,14,7,6
facility_candidate_universe,2024Q2,TSLX,GSBD,Sixth Street,Goldman Sachs Asset Management,cross_manager,2,1,1
facility_candidate_universe,2024Q2,TSLX,HTGC,Sixth Street,Hercules Capital,cross_manager,2,1,1
facility_candidate_universe,2024Q3,ARCC,ASIF,Ares Management,Ares Management,same_manager,251,183,129
facility_candidate_universe,2024Q3,ARCC,BBDC,Ares Management,Barings,cross_manager,3,3,3
facility_candidate_universe,2024Q3,ARCC,BCRED,Ares Management,Blackstone Credit & Insurance,cross_manager,43,31,23
facility_candidate_universe,2024Q3,ARCC,BXSL,Ares Management,Blackstone Credit & Insurance,cross_manager,29,21,17
facility_candidate_universe,2024Q3,ARCC,GBDC,Ares Management,Golub Capital,cross_manager,52,7,3
facility_candidate_universe,2024Q3,ARCC,HPS,Ares Management,HPS Investment Partners,cross_manager,36,19,18
facility_candidate_universe,2024Q3,ARCC,NMFC,Ares Management,New Mountain Capital,cross_manager,54,22,14
facility_candidate_universe,2024Q3,ARCC,OBDC,Ares Management,Blue Owl Credit,cross_manager,28,16,13
facility_candidate_universe,2024Q3,ARCC,OCIC,Ares Management,Blue Owl Credit,cross_manager,33,21,16
